,year,quarter,alc,all,cerealandbake,dairy,fatsandoils,foodathome,foodaway,food,fruitsandveg,meatpoultryfisheggs,otherfood,sugarandsweets
26,1973,3,56.93333333333334,44.800000000000004,43.199999999999996,50.76666666666667,46.36666666666667,51.333333333333336,44.6,49.800000000000004,48.6,65.6,36.800000000000004,34.166666666666664
27,1973,4,57.666666666666664,45.93333333333334,49.166666666666664,56.46666666666667,53.56666666666666,53.03333333333333,46.699999999999996,51.1,49.23333333333333,64.16666666666667,38.800000000000004,35.833333333333336
28,1974,1,58.666666666666664,47.29999999999999,52.53333333333333,59.6,57.03333333333333,55.46666666666666,47.699999999999996,53.43333333333334,52.133333333333326,65.53333333333335,41.3,39.96666666666667
29,1974,2,59.9,48.56666666666666,55.699999999999996,61.6,63.26666666666667,56.26666666666667,49.1,54.36666666666667,56.5,60.73333333333333,45.166666666666664,46.833333333333336
30,1974,3,62.1,49.93333333333333,57.36666666666667,60.43333333333334,67.93333333333334,56.9,50.56666666666666,55.46666666666667,55.96666666666667,59.93333333333334,49.63333333333333,54.0
31,1974,4,63.833333333333336,51.46666666666667,60.63333333333333,61.300000000000004,77.3,59.5,51.93333333333334,57.20000000000001,56.199999999999996,62.46666666666667,54.96666666666667,66.36666666666666
32,1975,1,65.2,52.56666666666666,63.76666666666667,62.13333333333333,79.3,60.36666666666667,53.199999999999996,58.36666666666667,55.4,61.96666666666667,57.63333333333333,72.89999999999999
33,1975,2,65.60000000000001,53.199999999999996,63.699999999999996,61.53333333333333,75.06666666666666,60.5,53.96666666666667,58.76666666666667,55.4,64.16666666666667,55.199999999999996,65.3
34,1975,3,66.10000000000001,54.26666666666667,62.26666666666667,61.833333333333336,70.39999999999999,62.5,54.79999999999999,60.73333333333333,58.76666666666667,69.93333333333334,53.79999999999999,62.166666666666664
35,1975,4,66.60000000000001,55.26666666666666,61.9,65.0,69.30000000000001,63.699999999999996,55.96666666666666,61.300000000000004,58.300000000000004,71.93333333333334,54.9,60.9
36,1976,1,67.06666666666666,55.9,61.73333333333333,67.26666666666667,65.96666666666665,63.03333333333333,56.800000000000004,61.26666666666667,57.866666666666674,69.3,54.833333333333336,59.300000000000004
37,1976,2,67.7,56.4,61.53333333333334,67.03333333333333,63.23333333333333,62.56666666666666,57.73333333333333,61.366666666666674,57.5,67.96666666666667,55.13333333333333,58.333333333333336
38,1976,3,68.43333333333334,57.300000000000004,61.46666666666667,67.73333333333333,62.9,63.13333333333333,58.699999999999996,62.06666666666667,57.93333333333334,68.23333333333333,56.76666666666667,57.53333333333333
39,1976,4,68.96666666666665,58.13333333333333,61.166666666666664,68.76666666666667,65.03333333333333,63.56666666666666,59.43333333333334,61.833333333333336,60.300000000000004,66.46666666666665,59.0,56.300000000000004
40,1977,1,69.1,59.199999999999996,61.4,68.46666666666667,66.50000000000001,64.93333333333334,60.53333333333333,63.6,63.26666666666666,66.7,62.53333333333333,57.86666666666667
41,1977,2,69.43333333333334,60.23333333333333,62.166666666666664,69.13333333333333,69.93333333333332,66.73333333333333,62.23333333333333,65.46666666666665,64.50000000000001,66.73333333333333,68.89999999999999,60.93333333333334
42,1977,3,70.26666666666667,61.06666666666666,62.5,69.89999999999999,73.96666666666667,67.4,63.366666666666674,66.36666666666667,62.63333333333333,67.96666666666665,70.89999999999999,61.699999999999996
43,1977,4,71.06666666666666,61.96666666666666,63.73333333333333,70.60000000000001,72.93333333333332,68.2,64.16666666666667,66.63333333333334,64.66666666666667,68.33333333333333,71.03333333333333,62.833333333333336
44,1978,1,72.10000000000001,63.03333333333333,65.66666666666667,71.43333333333334,73.69999999999999,70.06666666666666,65.73333333333333,68.76666666666667,66.63333333333333,71.3,71.86666666666666,65.86666666666667
45,1978,2,73.43333333333334,64.46666666666667,67.23333333333333,73.3,76.86666666666667,73.66666666666667,67.46666666666667,71.76666666666667,71.2,77.7,73.33333333333333,68.10000000000001
46,1978,3,74.7,65.96666666666667,69.0,74.66666666666667,79.36666666666667,75.2,69.26666666666667,73.39999999999999,72.96666666666667,79.7,74.23333333333333,69.33333333333333
47,1978,4,76.16666666666667,67.5,70.3,77.39999999999999,80.26666666666667,76.46666666666667,70.63333333333334,74.30000000000001,72.7,81.39999999999999,74.96666666666667,69.96666666666665
48,1979,1,77.73333333333333,69.2,72.13333333333333,80.03333333333333,81.0,79.7,72.86666666666667,77.53333333333333,75.06666666666668,87.40000000000002,76.33333333333333,71.66666666666667
49,1979,2,79.13333333333334,71.39999999999999,73.56666666666666,81.53333333333335,83.13333333333333,81.63333333333333,75.2,79.76666666666667,74.60000000000001,91.39999999999999,77.66666666666666,73.2
50,1979,3,80.36666666666667,73.7,75.96666666666668,83.46666666666667,84.86666666666667,82.23333333333333,76.96666666666667,80.66666666666667,77.63333333333334,88.23333333333333,79.89999999999999,74.46666666666665
51,1979,4,82.39999999999999,76.03333333333333,78.0,86.13333333333333,86.0,83.60000000000001,78.56666666666666,81.7,79.10000000000001,88.26666666666667,81.86666666666667,75.23333333333333
