,year,quarter,alc,all,cerealandbake,dairy,fatsandoils,foodathome,foodaway,food,fruitsandveg,meatpoultryfisheggs,otherfood,sugarandsweets
52,1980,1,83.73333333333333,79.03333333333333,80.5,87.73333333333333,87.16666666666667,84.96666666666667,80.73333333333333,83.63333333333333,77.06666666666666,89.96666666666665,84.03333333333335,79.66666666666667
53,1980,2,85.60000000000001,81.7,83.10000000000001,90.10000000000001,88.53333333333335,86.36666666666667,82.73333333333333,85.36666666666667,80.36666666666666,88.16666666666667,87.16666666666667,87.36666666666667
54,1980,3,87.33333333333333,83.23333333333333,84.8,91.83333333333333,89.43333333333332,89.56666666666666,84.23333333333333,88.0,84.16666666666666,92.56666666666666,89.96666666666665,94.56666666666666
55,1980,4,88.80000000000001,85.56666666666668,87.16666666666667,94.13333333333333,91.93333333333334,92.60000000000001,86.06666666666666,90.10000000000001,87.13333333333333,96.93333333333334,92.16666666666667,100.5
56,1981,1,90.69999999999999,87.93333333333332,90.2,96.60000000000001,98.26666666666667,93.7,88.73333333333335,92.2,89.23333333333333,95.43333333333332,94.10000000000001,102.0
57,1981,2,91.96666666666665,89.76666666666667,91.86666666666667,97.46666666666665,100.0,94.10000000000001,90.43333333333334,93.03333333333335,91.46666666666668,94.26666666666667,94.59999999999998,97.63333333333334
58,1981,3,93.36666666666667,92.26666666666665,92.96666666666665,97.63333333333333,99.5,95.56666666666666,91.76666666666665,94.43333333333334,93.23333333333333,96.93333333333332,95.13333333333333,95.73333333333335
59,1981,4,94.0,93.76666666666665,94.06666666666666,98.0,97.66666666666667,96.06666666666666,92.83333333333333,94.56666666666666,94.3,96.93333333333334,95.66666666666667,95.36666666666667
60,1982,1,95.2,94.60000000000001,95.56666666666666,98.5,96.43333333333332,96.93333333333334,94.10000000000001,96.26666666666665,98.33333333333333,96.43333333333332,96.39999999999999,96.46666666666665
61,1982,2,96.16666666666667,95.96666666666665,96.3,98.76666666666667,96.43333333333334,98.16666666666667,95.26666666666665,97.39999999999999,97.86666666666667,99.56666666666666,96.93333333333334,97.06666666666666
62,1982,3,97.26666666666667,97.63333333333333,96.90000000000002,98.93333333333334,95.73333333333333,98.83333333333333,96.46666666666665,98.06666666666666,96.13333333333333,101.59999999999998,97.60000000000001,98.23333333333333
